,tweet_text,emotion,target,norm_tweet
5076,"RT @mention (CNNMoney) For #SXSW 2011, any computing device bigger than an iPad is passÌ©. The mobile space has all the buzz {link} #wssxsw",Positive emotion,0,rt cnnmoney compute device big ipad pas mobile space buzz link
5077,MT @mention (Swisher calls Apple &quot;the classiest fascist company in America&quot; #sxflip #sxsw,Negative emotion,1,mt swisher call apple quotthe classy fascist company americaquot
5083,RT @mention {link} Did you hear? AppleÛªs opening a temporary store just for #SXSW! (via @mention,Positive emotion,0,rt link hear apple open temporary store
5089,RT @mention @mention  - False Alarm: Google Circles Not Coming NowÛÒand Probably Not Ever? - {link} #Google #Circles #Social #SXSW,Negative emotion,1,rt false alarm google circle come nowand probably ever link
5092,"RT @mention @mention - spread the word, our #SXSW festival explorer App is live and free {link}",Positive emotion,0,rt spread word festival explorer live free link
5094,RT @mention @mention @mention &amp; @mention having fun at #google [pic] #SXSW {link},Positive emotion,0,rt amp fun pic link
5097,RT @mention @mention @mention at #sxsw: &quot;apple comes up w/ cool technology no one's ever heard of because they don't go to conferences&quot;,Positive emotion,0,rt quotapple come w cool technology one ever hear dont go conferencesquot
5098,RT @mention @mention @mention at #sxsw: &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot;,Positive emotion,0,rt quotapple come cool technology one ever hear dont go conferencesquot
5108,RT @mention @mention #BT #SXSW &quot;Having a really GREAT social search is probably a very good idea for #google&quot; @mention,Positive emotion,0,rt quothaving really great social search probably good idea quot
5110,RT @mention @mention 3 iPhone Apps We'll Be Using at South By Southwest Interactive {link} #SXSW #SXSWi,Positive emotion,0,rt iphone apps well use south southwest interactive link
5111,RT @mention @mention Alive and loving it! Great talks from Jonathan Dahl #minimalistprogramming and Google's Marissa Mayer #MarissaGoogle - #sxsw,Positive emotion,0,rt alive loving great talk jonathan dahl google marissa mayer
5116,RT @mention @mention at Team Android party. @mention @mention just walked in. DL Appolicious app &amp; enter to win free Nexus S! #androidsxsw #sxsw,Positive emotion,0,rt team android party walk dl appolicious app amp enter win free nexus
5118,RT @mention @mention Congrats on your iPhone app being featured at #SXSW!,Positive emotion,0,rt congrats iphone app feature
5119,"RT @mention @mention Cool! That means we can watch Ustream in Skyfire browser on iPhone :-)
(Safari doesn't work) 
Have fun!  #sxsw",Positive emotion,0,rt cool mean watch ustream skyfire browser iphone safari doesnt work fun
5124,RT @mention @mention Go beyond the hour &amp; share positive actions with the world. Download the #EarthHour iPhone app: {link} #SXSW,Positive emotion,0,rt go hour amp share positive action world download iphone app link
5125,RT @mention @mention Google is looking at social signals more and more for search results. #qagb #sxsw,Positive emotion,0,rt google look social signal search result
5131,"RT @mention @mention I agree ÛÓ Apple stole what little part of the show there was. For me, @mention was the most exciting new biz concept #sxsw",Positive emotion,0,rt agree apple stole little part show exciting new biz concept
5132,"RT @mention @mention iPad app getting panned for design trumping content, and rightfully so. #SXSW",Negative emotion,1,rt ipad get panned design trump content rightfully
5136,RT @mention @mention just saw you at lax I'm heading to #Sxsw  If you or your wife have an iPhone or iPad download my app #Freespeech @mention,Positive emotion,0,rt saw lax im head wife iphone ipad download app
5137,RT @mention @mention Just won an HTML5 t-shirt from google for saying that EaselJS is my favorite canvas library at #sxsw.,Positive emotion,0,rt tshirt google say easeljs favorite canvas library
5143,RT @mention @mention Not only at Cedar Street Courtyard but also at Apple Store #SXSW {link} from a small fan :-),Positive emotion,0,rt cedar street courtyard also apple store link small fan
5144,RT @mention @mention one of the must have apps to survive #SXSW {link}  Join our #SXSWbarcrawl during #SXSWi,Positive emotion,0,rt apps survive link join
5145,RT @mention @mention Peter Cashmore on the iPad 2: it's only a minor improvement. Not worth it unless you have money to burn. #SXSW,Negative emotion,1,rt peter cashmore ipad minor improvement worth money burn
5146,RT @mention @mention putting a gun to @mention head. Give me your iPhone! #SXSW {link},Positive emotion,0,rt put gun head give iphone link
5149,RT @mention @mention RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW (cont) {link},Positive emotion,0,rt rt new app store include uberguide cont link
5158,"RT @mention @mention wow - a gold's gym underneath an Apple store. Kind of you in a nutshell, right? #SXSW",Positive emotion,0,rt wow gold gym underneath apple store kind nutshell right
5160,RT @mention @mention your iPhone 4 cases are Rad and Ready! Stop by tomorrow to get them! #Sxsw #zazzlesxsw #sxswi {link},Positive emotion,0,rt iphone case rad ready stop tomorrow get link
5164,RT @mention &quot;@mention - #Apple is the classiest fascist company in America. Really elegant.&quot; #sxsw #rji,Negative emotion,1,rt quot classy fascist company america really elegantquot
5167,RT @mention &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot; #sxsw #pseudoretweet,Positive emotion,0,rt quotapple come cool technology one ever hear dont go conferencesquot
5168,RT @mention &quot;Apple is the most elegant fascist company in America.&quot; #flipboard #SXSW,Negative emotion,1,rt quotapple elegant fascist company americaquot
5170,RT @mention &quot;Apple: the most elegant fascist corporation in America today.&quot; -- Kara Swisher #sxsw #flipboard,Negative emotion,1,rt quotapple elegant fascist corporation america todayquot kara swisher
5171,"RT @mention &quot;At #SXSW, Apple schools the marketing experts&quot;  {link}",Positive emotion,0,rt quotat apple school market expertsquot link
5177,RT @mention &quot;Google before you tweet is the new think before you speak&quot; -- Belinsky of Digital Democracy #sxsw #911tweets,Positive emotion,0,rt quotgoogle tweet new think speakquot belinsky digital democracy
5179,"RT @mention &quot;Google before you tweet&quot; is the new &quot;think before you speak.&quot; - Mark Belinsky, #911tweets panel at #SXSW.",Positive emotion,0,rt quotgoogle tweetquot new quotthink speakquot mark belinsky panel
5180,"RT @mention &quot;Google looks for technical solutions, which why they're not great at community because it's a human solution.&quot; #SXSW",Negative emotion,1,rt quotgoogle look technical solution theyre great community human solutionquot
5181,RT @mention &quot;Google maps: Route around traffic is saving our user 2 years every day.&quot; Marissa Mayer #sxsw,Positive emotion,0,rt quotgoogle map route traffic save user year dayquot marissa mayer
5182,RT @mention &quot;I believe in God because there is no other explanation for Apple's continued existence.&quot; Guy Kawasaki #enchantment #sxsw,Negative emotion,1,rt quoti believe god explanation apple continue existencequot guy kawasaki
5183,RT @mention &quot;I'm just learning all of these things from the screen.&quot; A 4-year old's explanation of how she instantly knew how to use an iPad. #sxsw,Positive emotion,0,rt quotim learn thing screenquot old explanation instantly know use ipad
5185,"RT @mention &quot;If there's one thing SXSW is good for, it's flash mobs and hive-think.&quot; Apple Wins. Again. @mention #sxsw #ipad2 {link}",Positive emotion,0,rt quotif theres thing sxsw good flash mob hivethinkquot apple win link
5186,RT @mention &quot;it's not about affirmative action; having women on product team [at Google] literally made the product better&quot; #SXSW #nptech,Positive emotion,0,rt quotits affirmative action woman product team google literally make product betterquot
5187,RT @mention &quot;it's not about affirmative action; having women on the product team [at Google] literally made the product better&quot; @mention #SXSW,Positive emotion,0,rt quotits affirmative action woman product team google literally make product betterquot
5188,"RT @mention &quot;multiple approaches to monetization&quot; re: iPhone game dev &quot;but ads would cheapen our product&quot; ok, good luck with that #sxsw",Negative emotion,1,rt quotmultiple approach monetizationquot iphone game dev quotbut ad cheapen productquot ok good luck
5190,RT @mention &quot;She's the iPad DJ working the Etsy party.&quot; #realtalk #sxsw,Positive emotion,0,rt quotshes ipad dj work etsy partyquot
5191,RT @mention &quot;So if you Google &quot;refrigerator magnet game...&quot; // *everyone at the #SXSW keynote stops listening and does it*,Positive emotion,0,rt quotso google quotrefrigerator magnet gamequot everyone keynote stop listen
5192,RT @mention &quot;the future of local is contextual discovery.&quot; Google's Marissa Mayer argues 'where' is exceptionally valuable for any type of search. #SXSW,Positive emotion,0,rt quotthe future local contextual discoveryquot google marissa mayer argues exceptionally valuable type search
5194,RT @mention &quot;The Google name was built on getting things out there and trying them out.&quot; -Marissa Mayer #sxsw frm @mention,Positive emotion,0,rt quotthe google name build get thing try outquot marissa mayer frm
5196,RT @mention &quot;the only explanation for the continued success of Apple is the existence of God.&quot; @mention #enchantment #sxsw,Positive emotion,0,rt quotthe explanation continue success apple existence godquot
5197,RT @mention &quot;There is no other explanation for Apple's continued survival than the existence of God&quot; #GuyKawasaki #sxsw,Positive emotion,0,rt explanation apple continue survival existence godquot
5198,RT @mention &quot;There's a reason why Google isn't in social -- they are too technical.&quot; #sxsw #comments,Negative emotion,1,rt quottheres reason google isnt social technicalquot
5199,"RT @mention &quot;Transparency, choice and control are what define Google products.&quot; -Mayer. Thereby defining the Google brand with the same values #SXSW",Positive emotion,0,rt quottransparency choice control define google productsquot mayer thereby define google brand value
5208,"RT @mention #Apple is setting up a pop-up store in downtown Austin (to sell bajillions of iPad2s to #sxsw attendees, of course!) {link}",Positive emotion,0,rt set popup store downtown austin sell bajillions attendee course link
5211,RT @mention #Apple Pop-Up Store Selling #iPad2 At #SXSW {link} via @mention #Tech #Retail,Positive emotion,0,rt popup store selling link
5212,"RT @mention #Apple saves #SXSW, set to open pop-up store {link}",Positive emotion,0,rt save set open popup store link
5214,RT @mention #Apple setting up pop-up store Austin (to sell bajillions of iPad2s to #sxsw attendees) {link} [brilliant],Positive emotion,0,rt set popup store austin sell bajillions attendee link brilliant
5215,RT @mention #Apple to Hawk iPad 2 at #SXSW Festival Popup Store!  {link}  by @mention,Positive emotion,0,rt hawk ipad festival popup store link
5221,"RT @mention #blackberry users must feel like such losers here at #sxsw. clearly. #iphone crowd, baby.",Positive emotion,0,rt user feel loser clearly crowd baby
5225,RT @mention #futuremf Trajan: Google has destroyed the &lt;title&gt; tag - websites SEO them. Open Graph Protocol added a clean title tag instead #sxsw,Negative emotion,1,rt trajan google destroy lttitlegt tag website seo open graph protocol add clean title tag instead
5237,RT @mention #iPad design tip: if it looks like a physical object ppl will interact with it like itÛªs one&quot; #sxsw #tapworthy #gsdm,Positive emotion,0,rt design tip look physical object ppl interact onequot
5238,"RT @mention #iPad Lounge: Recharge, coffee, H2O, iPad Art Show-free, daily for #sxsw 106 E 8th at Congress åÇ Austin Details {link}",Positive emotion,0,rt lounge recharge coffee ipad art showfree daily e congress austin detail link
5240,RT @mention #iPad2 Unboxing Outside the #SXSW #Apple Store {link},Positive emotion,0,rt unbox outside store link
5241,RT @mention #killing #sxsw &quot;you can google a canadian tuxedo and lose yourself for hours&quot;,Positive emotion,0,rt quotyou google canadian tuxedo lose hoursquot
5244,RT @mention #playhopskoch is in the apple app store (as well as the android market) getting ready to rock #sxsw,Positive emotion,0,rt apple app store well android market get ready rock
5247,"RT @mention #qagb #sxsw Timely! RT @mention Bing's search engine share continues to rise, up to 13.6%. Google still tops at 65.4% {link}",Positive emotion,0,rt timely rt bings search engine share continue rise google still top link
5251,RT @mention #Smmnextgen Tools on the cheap: google analytics+excel+buzzmetrics.  Also Radian6 and Altimeter.  #sxsw #sloansxsw,Positive emotion,0,rt tool cheap google analyticsexcelbuzzmetrics also altimeter
5262,"RT @mention #sxsw @mention omitting Flash on Apple seems effective, even though they have h264 - maybe we do need to break old things #browserwars",Positive emotion,0,rt omit flash apple seem effective even maybe need break old thing
5264,RT @mention #SXSW @mention talk - demo'ing Google Places w/ Hotpot! Integrated rating/recommendation system for Android/iPhone - cool stuff!!!,Positive emotion,0,rt talk demo google place w hotpot integrate ratingrecommendation system androidiphone cool stuff
5267,RT @mention #SXSW #beyondwc Analytics 101: Google Analytics is a standard to use.,Positive emotion,0,rt analytics google analytics standard use
5269,RT @mention #sxsw #csr reporting: Janecek: Microsoft gives $ to charity. Apple gives nothing. Everyone in room has iPhone. What drives that decision?,Negative emotion,1,rt report janecek microsoft give charity apple give nothing everyone room iphone drive decision
5271,RT @mention #sxsw #enchantment: @mention &quot;Bright spot for Apple: Pagemaker saved Apple. I believe in God b/c no other explanation of Apple survival,Positive emotion,0,rt quotbright spot apple pagemaker save apple believe god bc explanation apple survival
5272,RT @mention #sxsw #enchantment: @mention &quot;No one uses Windows voluntarily.&quot; &quot;Apple is greatest collection of egomaniacs in history.&quot; haha,Negative emotion,1,rt quotno use windows voluntarilyquot quotapple great collection egomaniac historyquot haha
5273,RT @mention #sxsw #geogames #android if you develop geo-games tweet us. We'd love to talk...free beer or coffee for a couple minutes of your time.,Positive emotion,0,rt develop geogames tweet wed love talkfree beer coffee couple minute time
5274,RT @mention #SXSW #Hootsuite #Chilltab #Tablet Stand rocks! Canadian Social Media for #ipad at its best @mention {link},Positive emotion,0,rt stand rock canadian social medium best link
5278,RT @mention #SXSW #sxswparty Matt Damon upstairs at the Google party Maggie Maes 6th st,Positive emotion,0,rt matt damon google party maggie maes st
5281,RT @mention #SXSW 2011: The Google and Bing smackdown in all its bloody banality (Guardian) {link} via @mention,Negative emotion,1,rt google bing smackdown bloody banality guardian link
5284,RT @mention #sxsw beta testing interactive book for iPad app by Moonbot studios out of Louisiana.  Cool app.,Positive emotion,0,rt beta test interactive book ipad app moonbot studio louisiana cool app
5285,RT @mention #sxsw bound! Keep an eye out I may give away an @mention #iPhone case at ATX after we land!,Positive emotion,0,rt bound keep eye give case atx land
5291,"RT @mention #SXSW Go 1.1 for Android is LIVE in the Android Marketplace! New features, including SD card storage and more.  {link} via @mention",Positive emotion,0,rt go android live android marketplace new feature include sd card storage link
5297,RT @mention #sxsw guy in front of me at this panel has an ipad in an etch-a-sketch case...device of wondeR? #iusxsw,Positive emotion,0,rt guy front panel ipad etchasketch casedevice wonder
5298,RT @mention #SXSW hire qualified and talented women consciously early on in #startups to achieve success - Google did!,Positive emotion,0,rt hire qualify talented woman consciously early achieve success google
5303,RT @mention #sxsw ipad store sold out of everything except 64gig wifi only white,Negative emotion,1,rt ipad store sell everything wifi white
5304,"RT @mention #sxsw Is SXSW getting its own Apple store?: The geeks cried.
Yes the iPad 2 is coming, but itÛªs coming this Frid... {link}",Positive emotion,0,rt sxsw get apple store geek criedyes ipad come come frid link
5305,RT @mention #sxsw look for the blue hair. I've got your free android phone info stickers from @mention #allhat3,Positive emotion,0,rt look blue hair ive get free phone info sticker
5307,RT @mention #SXSW News: Apple is getting into the music business? New device called an &quot;iPod&quot;. Like a compact disc player without the disk.,Positive emotion,0,rt news apple get music business new device call quotipodquot compact disc player disk
5311,"RT @mention #SXSW Plans: Google party, blackberry party and then IE 8 party. Good times. where is this party lol",Positive emotion,0,rt plan google party blackberry party ie party good time party lol
5314,"RT @mention #SXSW RT @mention WOW, Apple does the right thing in Japan, a must read: {link}",Positive emotion,0,rt rt wow apple right thing japan read link
5315,"RT @mention #sxsw rumor mill: iPad 3 will have between 6 and 15 cameras, slightly thinner rare earths case, and &quot;different&quot; but still smudgy screen.",Negative emotion,1,rt rumor mill ipad camera slightly thinner rare earths case quotdifferentquot still smudgy screen
5316,"RT @mention #SXSW sponsored by Apple, plaid, and boys I'm attracted to.",Positive emotion,0,rt sponsor apple plaid boys im attract
5317,RT @mention #sxsw that is so cool #apple has a pop up fundraising kiosk for #japan at #sxsw just kidding but a good idea...,Positive emotion,0,rt cool pop fundraise kiosk kid good idea
5321,RT @mention #sxsw WAZE {link} is duking it out with google re: personalized mapping experience. Friendly &quot;panel crashing&quot;,Negative emotion,1,rt waze link duking google personalize map experience friendly quotpanel crashingquot
5326,RT @mention #SXSW: iPad Design Headaches (Take Two Tablet and Call Me in the Morning) {link},Negative emotion,1,rt ipad design headache take tablet call morning link
5328,RT @mention #UXdes @mention is glad there are no standard #iPad navigation tools. She might be the only one! #SXSW,Negative emotion,1,rt glad standard navigation tool
5331,RT @mention +1 RT @mention Love it. @mention #sxsw: &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot;,Positive emotion,0,rt rt love quotapple come cool technology one ever hear dont go conferencesquot
5354,"RT @mention 40 minutes til the @mention #SXSW Party. Free Beer, Free Maudies Tacos, Free iPad 2, Android Tablet &amp; Kindle giveaway bit.ly/ajs2011",Positive emotion,0,rt minute til party free beer free maudies tacos free ipad android tablet amp kindle giveaway
5356,RT @mention 40% of Google maps use is mobile #sxsw,Positive emotion,0,rt google map use mobile
5358,RT @mention 5 Social Apps That Will Make SXSW More Intimate - {link} #SXSW #SXSWi #apps #iphone,Positive emotion,0,rt social apps make sxsw intimate link
5365,RT @mention A #browserwars panel without Apple is like a #sxsw without parties.,Positive emotion,0,rt panel apple party
5369,"Diabetes on a plate. Thanks Google, already have that covered. {link} #sxsw",Negative emotion,1,diabetes plate thanks google already cover link
5372,RT @mention Absolutely!  RT @mention Timely good schtuff from Google (People Finder 4 japan quake) {link} #iQlab #sxsw,Positive emotion,0,rt absolutely rt timely good schtuff google people finder japan quake link
5373,RT @mention Abt to surprise customer waiting in line at Apple store in Austin for #iPad 2 with an @mention ! #SXSW #cbatsxsw / Awesome,Positive emotion,0,rt abt surprise customer wait line apple store austin awesome
5376,RT @mention Agencies push Google in directions they never would have gone otherwise says Creative Lab Strategy Director @mention #SXSW,Positive emotion,0,rt agency push google direction never go otherwise say creative lab strategy director
5377,RT @mention Agreed ÛÓ Novelty of #iPad news #apps fades fast among digital delegates ÛÓ {link}  #media #SXSW (via @mention,Negative emotion,1,rt agree novelty news fade fast digital delegate link
5384,RT @mention Almost every &quot;how do you _______?&quot; is answered w Google Docs in this session.  #sxsw #looseorganizations,Positive emotion,0,rt almost quothow quot answer w google doc session
5385,RT @mention An awesome FREE iPhone app for keeping track of friends and meeting up and finding people for #SXSW {link},Positive emotion,0,rt awesome free iphone app keep track friend meet find people link
5387,"RT @mention And it will suck. RT @mention RT @mention Google will preview major new social service, Circles, at #sxsw today {link}",Negative emotion,1,rt suck rt rt google preview major new social service circle today link
5388,RT @mention And we're live! Come get your Android and check us out! {link} #SXSW #android,Positive emotion,0,rt live come get android check link
5390,RT @mention Android developers and friends: let's hang out 12:30p Saturday at #sxsw: {link} RT for your fellow Andro-nerds.,Positive emotion,0,rt android developer friends let hang saturday link rt fellow andronerds
5393,"RT @mention Announcing SXSW Quotables, a crowd-curated feed of the hottest quotes from #SXSW. Sign up to win an iPad 2! - {link} #ipad2",Positive emotion,0,rt announce sxsw quotables crowdcurated feed hot quote sign win ipad link
5394,"RT @mention Another great panel at 5 pm at the Hilton - Austin's own @mention Left Brain Search = Google, Right Brain Search = X #sxsw",Positive emotion,0,rt great panel pm hilton austins leave brain search google right brain search x
5401,RT @mention Anyone at #sxsw want to make a quick hundred dollars? New #ipad2 from ad hoc apple store here gets hundred plus cost!,Positive emotion,0,rt anyone want make quick dollar new ad hoc apple store get hundred cost
5406,RT @mention Anyone who was going to buy a new iPad should donate to #Japan #tsunami victims instead. #sxsw,Negative emotion,1,rt anyone go buy new ipad donate victim instead
5410,"RT @mention Apparently, if you Google &quot;ad preferences&quot; and you'll see what Google thinks you'll like. #seenocreepy #sxsw #PNID",Negative emotion,1,rt apparently google quotad preferencesquot youll see google think youll
5412,RT @mention Apple #sxsw pop-store has iPads again. 16gb wifi and 64gb wifi &amp; wifi/ 3G.,Positive emotion,0,rt apple popstore ipads wifi wifi amp wifi
5416,RT @mention Apple autocorrect is so weird. Ogilvy autocorrects to idiocy. #ogilvynotes #sxsw :),Negative emotion,1,rt apple autocorrect weird ogilvy autocorrects idiocy
5421,"RT @mention Apple fans. It looks like there will be a 3rd Apple store opening up in Austin for #SxSW if those are full, u can go2 1 of 4 in San Antonio.",Positive emotion,0,rt apple fan look apple store opening full u san antonio
5422,RT @mention Apple gets kudos on how marketing should be done! #SXSW iPad 2 release. Pop up store in Austin TX  {link},Positive emotion,0,rt apple get kudos marketing do ipad release pop store austin tx link
5428,"RT @mention Apple is &quot;the classiest, fascist company in America,&quot; says @mention #sxsw",Negative emotion,1,rt apple quotthe classy fascist company americaquot say
5438,RT @mention Apple is quarter of the music industry and 70% of all digital sales #touchingstories #tbwasxsw #sxsw,Positive emotion,0,rt apple quarter music industry digital sale
5439,RT @mention Apple knows what game they're in at #sxsw. Bring the iPad2 to the people! {link},Positive emotion,0,rt apple know game theyre bring people link
5442,RT @mention Apple on Congress. Nice. RT @mention Apple set to open popup shop in core of SXSW action {link} #SXSW #Apple,Positive emotion,0,rt apple congress nice rt apple set open popup shop core sxsw action link
5443,"RT @mention Apple opened a pop-up store at #SXSW for the release of the iPad 2, &amp; it was quite a scene. GEEK POWER! {link}",Positive emotion,0,rt apple open popup store release ipad quite scene geek power link
5444,"RT @mention Apple opened a pop-up store at #SXSW for the release of the iPad 2, and it was quite a scene. GEEK POWER! {link}",Positive emotion,0,rt apple open popup store release ipad quite scene geek power link
5447,"RT @mention Apple opening downtown Austin pop up store for #SXSW. RT @mention Before It Even Begins, Apple Wins SXSW {link}",Positive emotion,0,rt apple open downtown austin pop store rt even begin apple win sxsw link
5449,RT @mention Apple opening popup store for iPad launch in downtown Austin during #SXSW {link} via @mention,Positive emotion,0,rt apple open popup store ipad launch downtown austin link
5452,RT @mention Apple opens &quot;Pop-up&quot; store for #SXSW RT @mention Smart. Very well played Fruit Co. {link} /via @mention,Positive emotion,0,rt apple open quotpopupquot store rt smart well play fruit co link
5455,"RT @mention Apple Pop Up Store for #SXSW, Why not Pop Up Genius Bars - Everywhere?",Positive emotion,0,rt apple pop store pop genius bar everywhere
5456,RT @mention Apple pop-up shop for #SXSW. How cool is that? {link},Positive emotion,0,rt apple popup shop cool link
5458,RT @mention Apple Popup Store at #SXSW {link} (Sat AM at opening),Positive emotion,0,rt apple popup store link sit open
5466,RT @mention Apple set to open popup shop in core of SXSW action {link} via @mention #SXSW,Positive emotion,0,rt apple set open popup shop core sxsw action link
5470,RT @mention Apple setting up temp store at #SXSW to sell the #iPad2. Crazy? Brilliant? Convenient? {link},Positive emotion,0,rt apple set temp store sell crazy brilliant convenient link
5472,RT @mention Apple Store has had a line down the block all week long at #sxsw amazing,Positive emotion,0,rt apple store line block week long amazing
5476,RT @mention Apple to Open Pop-Up Shop at SXSW [REPORT] - {link} #sxsw,Positive emotion,0,rt apple open popup shop sxsw report link
5479,RT @mention Apple to open temporary store for #SXSW. Interesting.  {link},Positive emotion,0,rt apple open temporary store interesting link
5482,RT @mention Apple...&quot;the classiest fascist company in America&quot; Kara Swisher #sxsw,Negative emotion,1,rt applequotthe classy fascist company americaquot kara swisher
5485,RT @mention Apple's taking old iPads for Teach For America (user gets a tax write-off) when you buy a new iPad. Kinda cool. #sxsw,Positive emotion,0,rt apple take old ipads teach user get tax writeoff buy new ipad kinda cool
5486,"RT @mention Arduino + android = Flaming skulls  {link} Refrigerator Speaks , Salon K, 3:30pm @mention @mention #sxsw #smartthings",Positive emotion,0,rt arduino android flame skull link refrigerator speaks salon k
5490,"RT @mention Are you going to be at #SXSW and wish you could purchase an iPad 2?

Not to worry! - {link} 

Well played Apple. Well played.",Positive emotion,0,rt go wish purchase ipad worry link well play apple well play
5495,"RT @mention as the search from sxsw via twitter does not work, check out google's real time search, at least you get some results #sxsw",Positive emotion,0,rt search sxsw twitter work check google real time search least get result
5496,RT @mention At #sxsw &amp; want to drink free? Get the Ask Around IPhone App to find out where we are &amp; join us for drinks in #Austin.,Positive emotion,0,rt amp want drink free get ask iphone app find amp join drink
5497,RT @mention At #SXSW and want to win an iPad? Get on the case with @mention @mention and @mentionR,Positive emotion,0,rt want win ipad get case
5501,RT @mention At #sxsw even the cabbies are tech savvy. That's his iPhone streaming twitter. @mention  {link},Positive emotion,0,rt even cabby tech savvy thats iphone stream twitter link
5502,"RT @mention At #SXSW presentation, @mention demonstrates how you can pause a video on new video player and pick up in same spot on iPad app",Positive emotion,0,rt presentation demonstrate video new video player pick spot ipad app
5503,"RT @mention At #SXSW presentation, @mention demonstrates how you can pause a video on new video player and pick up in same spot on iPad app. #tveverywhere",Positive emotion,0,rt presentation demonstrate video new video player pick spot ipad app
5507,RT @mention At #SXSW your iphone charger is your best friend.,Positive emotion,0,rt iphone charger best friend
5508,"RT @mention At #SXSW, Apple schools the marketing experts {link} via @mention",Positive emotion,0,rt apple school marketing expert link
5510,RT @mention at #sxsw: &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot;,Positive emotion,0,rt quotapple come cool technology one ever hear dont go conferencesquot
5520,RT @mention At #SXSW?? MindTouchers @mention @mention @mention are there giving iPad demos of MindTouch TCS! Tweet them to check it out!,Positive emotion,0,rt mindtouchers give ipad demo mindtouch tcs tweet check
5521,RT @mention At #tweethouse watching #ipad dj @mention rock out at #sxsw! Check out www.rana.co! #dotco,Positive emotion,0,rt watch dj rock check wwwranaco
5522,"RT @mention At Google, 4 people do the work of 7 people rather than 7 people doing the work of 4. #agileagency #SXSW",Positive emotion,0,rt google people work people rather people work
5524,"RT @mention At SXSW, Apple schools the marketing experts: {link} via @mention #sxsw #apple #marketing",Positive emotion,0,rt sxsw apple school marketing expert link
5534,"RT @mention Awesome hands on review of the iPad 2 coming tomorrow on @mention , guest post by @mention - he's at #SXSW",Positive emotion,0,rt awesome hand review ipad come tomorrow guest post he
5535,RT @mention Awesome new version of @mention for iPhone &amp; new web site coming after #sxsw. Want a demo? Meet with @mention at #sxsw.,Positive emotion,0,rt awesome new version iphone amp new web site come want demo meet
5536,RT @mention Awesome new version of @mention for iPhone and new web site coming after #sxsw. Want a demo? Meet with @mention at #sxsw.,Positive emotion,0,rt awesome new version iphone new web site come want demo meet
5537,RT @mention Awesome new version of @mention for iPhone and new web site coming after #sxsw. Want a demo? Meet with @mention at #sxsw. Pls RT,Positive emotion,0,rt awesome new version iphone new web site come want demo meet pls rt
5539,RT @mention Awesome! First day of #SXSW and #Apple just approved our new app!!! Go and download it now and check our blog for &quot;Big Stereo&quot; #ipad2,Positive emotion,0,rt awesome first day approve new app go download check blog quotbig stereoquot
5540,"RT @mention Backupify Announces CloudSight Search, the First Searchable Archive Solution for Social Media and Google Apps #SXSW #SXSWi {link}",Positive emotion,0,rt backupify announces cloudsight search first searchable archive solution social medium google apps link
5542,RT @mention Badgeless event! Free Drinks! ÛÏ@mention Heading to free Google-sponsored happy hour for Semantic Web Austin @mention Fogo de ChÌÁo #sxswÛ,Positive emotion,0,rt badgeless event free drink head free googlesponsored happy hour semantic web austin fogo cho
5546,"RT @mention Before It Even Begins, #Apple Wins #SXSW {link} by @mention",Positive emotion,0,rt even begin win link
5547,"RT @mention Before it even begins, Apple wins #SXSW {link}",Positive emotion,0,rt even begin apple win link
5548,"RT @mention Before It Even Begins, Apple Wins #SXSW {link} /by @mention for @mention",Positive emotion,0,rt even begin apple win link
5549,"RT @mention Before It Even Begins, Apple Wins #SXSW {link} on @mention",Positive emotion,0,rt even begin apple win link
5550,"RT @mention Before It Even Begins, Apple WinsåÊ#SxSW, {link} -&gt; gonna get sum! via @mention",Positive emotion,0,rt even begin apple win link gt gon get sum
5554,"RT @mention Best Brand Marketing at #SXSW: GE @mention solar powered carousel, @mention Rock 'n Roll Trailer Park, Apple's iPad2 pop-up shop",Positive emotion,0,rt best brand marketing ge solar power carousel rock roll trailer park apple popup shop
5555,RT @mention Best iPad design: Big chunky elements. Generous space. Clarity trumps density. Tap quality trumps tap quantity. #tapworthy #sxsw,Positive emotion,0,rt best ipad design big chunky element generous space clarity trump density tap quality trump tap quantity
5557,"RT @mention BEST SWAG EVER. Thanks @mention My charging iPhone thanks you, too. #SXSW {link}",Positive emotion,0,rt best swag ever thanks charge iphone thanks link
5565,RT @mention Best thing I've heard this weekend at #SXSW &quot;I gave my iPad 2 money to #Japan relief. I don't need an iPad 2.&quot; (@mention,Negative emotion,1,rt best thing ive heard weekend quoti give ipad money relief dont need ipad
5566,RT @mention Best thing I've heard this weekend at #SXSW &quot;I gave my iPad 2 money to #Japan relief. I don't need an iPad 2.&quot; (@mention @mention,Negative emotion,1,rt best thing ive heard weekend quoti give ipad money relief dont need ipad
5567,RT @mention Best thing I've heard this weekend at #SXSW &quot;I gave my iPad 2 money to #Japan relief. I don't need an iPad 2.&quot; @mention,Negative emotion,1,rt best thing ive heard weekend quoti give ipad money relief dont need ipad
